text,category,clean_text,label
Galvanic reaction causing rapid thread corrosion on copper-to-steel piping adapter at chiller plant.,corrosion,galvanic reaction causing rapid thread corrosion on copper-to-steel piping adapter at chiller plant,1
"Extruder barrel heating zone 4 control logic stuck in manual mode, ignoring auto setpoint.",software_control_fault,extruder barrel heating zone 4 control logic stuck in manual mode ignoring auto setpoint,6
Main boom lift cylinder weeping fluid past the wiper seal during extension.,hydraulic_leak,main boom lift cylinder weeping fluid past the wiper seal during extension,3
"Heavy scale build-up on cooling tower basin drain valve, preventing complete closure.",corrosion,heavy scale build-up on cooling tower basin drain valve preventing complete closure,1
Press ram balance cylinder bottom clevis fitting leaking heavily.,hydraulic_leak,press ram balance cylinder bottom clevis fitting leaking heavily,3
Reactor 1 skin thermocouple snapped off thermowell during high-temp batch.,sensor_malfunction,reactor 1 skin thermocouple snapped off thermowell during high-temp batch,5
Conveyor sortation line control panel feed breaker trips under heavy throughput.,electrical_fault,conveyor sortation line control panel feed breaker trips under heavy throughput,2
"Main drive motor on conveyor 3 running hot at 85C, thermal trip engaged twice today.",overheating,main drive motor on conveyor 3 running hot at 85c thermal trip engaged twice today,4
"Elevator bucket chain elongated beyond tensioner limit, several pins showing deep grooves.",wear_and_tear,elevator bucket chain elongated beyond tensioner limit several pins showing deep grooves,7
"Boiler feedwater pump outboard sleeve bearing temp elevated to 195F, immediate grease added.",bearing_failure,boiler feedwater pump outboard sleeve bearing temp elevated to 195f immediate grease added,0
"Boiler feedwater pump non-drive end bearing hot to the touch at 185F, high vibration alarm active.",bearing_failure,boiler feedwater pump non-drive end bearing hot to the touch at 185f high vibration alarm active,0
Slow leak from proportional valve stack O-rings on brake press #2.,hydraulic_leak,slow leak from proportional valve stack o-rings on brake press 2,3
"Palletizer HMI lost connection with safety PLC zone 3, operator unable to clear jam.",software_control_fault,palletizer hmi lost connection with safety plc zone 3 operator unable to clear jam,6
"Clamp loose on suction strainer housing, drawing air and leaking fluid.",hydraulic_leak,clamp loose on suction strainer housing drawing air and leaking fluid,3
Extruder 2 heater control loop oscillating wildly due to corrupt PID tuning parameters.,software_control_fault,extruder 2 heater control loop oscillating wildly due to corrupt pid tuning parameters,6
"Quick disconnect coupling failing to seat properly, spraying fluid upon tool change.",hydraulic_leak,quick disconnect coupling failing to seat properly spraying fluid upon tool change,3
"Sump pump check valve flapper hinge worn out, failing to seat properly.",wear_and_tear,sump pump check valve flapper hinge worn out failing to seat properly,7
"Centrifuge 2 local control panel lost serial comms with main PLC, throwing error code E-14.",software_control_fault,centrifuge 2 local control panel lost serial comms with main plc throwing error code e-14,6
Stacker crane travel motor bearing failure caused the carriage to bind mid-run.,bearing_failure,stacker crane travel motor bearing failure caused the carriage to bind mid-run,0
Extruder gear reducer lube oil temp alarm active; cooling water valve was closed.,overheating,extruder gear reducer lube oil temp alarm active cooling water valve was closed,4
"Pinhole leak on main pressure hose feeding lift cylinder #3, pooling fluid on floor.",hydraulic_leak,pinhole leak on main pressure hose feeding lift cylinder 3 pooling fluid on floor,3
"Hydraulic reservoir on press line 4 running hot, thermal valve stuck closed.",overheating,hydraulic reservoir on press line 4 running hot thermal valve stuck closed,4
"Hydraulic oil weeping past rod seal on lift cylinder #4, need seal kit replacement.",hydraulic_leak,hydraulic oil weeping past rod seal on lift cylinder 4 need seal kit replacement,3
"Watchdog timer faulted on primary PLC rack, bringing down mixing line 1.",software_control_fault,watchdog timer faulted on primary plc rack bringing down mixing line 1,6
Corrosion on underground fuel line cathodic protection test station wires.,corrosion,corrosion on underground fuel line cathodic protection test station wires,1
"Rotary screw compressor airend bearing seized, unit tripped on high discharge temp.",bearing_failure,rotary screw compressor airend bearing seized unit tripped on high discharge temp,0
Pitting corrosion noted on the stainless steel impeller blades of Centrifugal Pump P-105 during routine overhaul.,corrosion,pitting corrosion noted on the stainless steel impeller blades of centrifugal pump p-105 during routine overhaul,1
"Palletizer wrapper tension arm potentiometer worn out, film breaking frequently.",sensor_malfunction,palletizer wrapper tension arm potentiometer worn out film breaking frequently,5
Boiler feed pump motor failed to start; phase loss relay triggered.,electrical_fault,boiler feed pump motor failed to start phase loss relay triggered,2
"Glycol pump skid PLC reporting internal battery low, risk of program loss.",software_control_fault,glycol pump skid plc reporting internal battery low risk of program loss,6
"HMI login database corrupted on batching plant station 2, operators locked out of controls.",software_control_fault,hmi login database corrupted on batching plant station 2 operators locked out of controls,6
"Boiler 1 burner management system PLC threw a safety watchdog fault, tripping the unit.",software_control_fault,boiler 1 burner management system plc threw a safety watchdog fault tripping the unit,6
"Hydraulic press pressure sensor calibration off by 200 bar, part rejection high.",sensor_malfunction,hydraulic press pressure sensor calibration off by 200 bar part rejection high,5
"Raw water intake flow meter magnetic pickup loose, erratic 4-20mA signal.",sensor_malfunction,raw water intake flow meter magnetic pickup loose erratic 4-20ma signal,5
Heavy oxidation on terminal strip inside outdoor junction box JB-14 causing intermittent sensor dropouts.,corrosion,heavy oxidation on terminal strip inside outdoor junction box jb-14 causing intermittent sensor dropouts,1
Main hydraulic pump suction line fitting leaking fluid onto containment pan.,hydraulic_leak,main hydraulic pump suction line fitting leaking fluid onto containment pan,3
Severe rust pitting on the exterior casing of Boiler Feed Pump #2 near the discharge flange.,corrosion,severe rust pitting on the exterior casing of boiler feed pump 2 near the discharge flange,1
"Rotary airlock valve motor bearing seized, shearing drive pin.",bearing_failure,rotary airlock valve motor bearing seized shearing drive pin,0
Coolant pump #4 thrust bearing spalling and metal debris found in magnetic oil plug.,bearing_failure,coolant pump 4 thrust bearing spalling and metal debris found in magnetic oil plug,0
"Main feed conveyor motor windings grounded out, requiring immediate rewind.",electrical_fault,main feed conveyor motor windings grounded out requiring immediate rewind,2
Conveyor 4 diverter gate failed to actuate due to a corrupted control logic step in the PLC.,software_control_fault,conveyor 4 diverter gate failed to actuate due to a corrupted control logic step in the plc,6
High pressure wash pump thermal relief valve dumping hot water continuously.,overheating,high pressure wash pump thermal relief valve dumping hot water continuously,4
"Chiller #3 outlet temp sensor failed high, locking out compressor on safety circuit.",sensor_malfunction,chiller 3 outlet temp sensor failed high locking out compressor on safety circuit,5
Metering pump dosing rate fluctuating wildly due to PID gain corruption in PLC.,software_control_fault,metering pump dosing rate fluctuating wildly due to pid gain corruption in plc,6
"Line 1 bottle filler stepper motor sync lost, PLC axis fault active.",software_control_fault,line 1 bottle filler stepper motor sync lost plc axis fault active,6
"Hydraulic press main cylinder LVDT feedback erratic, causing positioning errors during press cycle.",sensor_malfunction,hydraulic press main cylinder lvdt feedback erratic causing positioning errors during press cycle,5
